t,px,py,pz,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz
0.26,3.671018502735924,1.5885915625391225,1.6457937254842823,0.9792228106217659,0.0,0.0,0.20278729535651252,-2.4953537912138186,5.76642237969369,0.4301136318043445,0.0,0.0,1.5707963267948966
0.28,3.619308209864077,1.7031171662602909,1.654102648555158,0.9759167619387475,0.0,0.0,0.21814324139654262,-2.675250188862998,5.685196041593104,0.4005053046832758,0.0,0.0,1.5707963267948966
0.3,3.5640260967534707,1.815961998958187,1.6618033988749894,0.9723699203976768,0.0,0.0,0.23344536385590545,-2.852506437562638,5.598359101381504,0.3693163660980913,0.0,0.0,1.5707963267948966
0.32,3.505226720175454,1.927014696406861,1.668865585100403,0.9685831611286313,0.0,0.0,0.24868988716485485,-3.02694760679568,5.505997256634926,0.336669904540516,0.0,0.0,1.5707963267948966
0.34,3.442968108015774,2.0361656630014853,1.6752613360087727,0.9645574184577982,0.0,0.0,0.263873049965373,-3.1984015441886284,5.408201657343152,0.30269476067956796,0.0,0.0,1.5707963267948966
0.36,3.3773117020080603,2.143307179915986,1.680965410493204,0.9602936856769432,0.0,0.0,0.2789911060392293,-3.3666990454051597,5.305068815955681,0.26752501888629976,0.0,0.0,1.5707963267948966
0.38,3.3083222970982478,2.248333511408522,1.6859552971776504,0.9557930147983302,0.0,0.0,0.29404032523230395,-3.5316740211303776,5.196700512135582,0.2312994780640427,0.0,0.0,1.5707963267948966
0.4,3.2360679774997902,2.351141009169892,1.6902113032590307,0.9510565162951536,0.0,0.0,0.30901699437494745,-3.693163660980913,5.08320369231526,0.1941611038725467,0.0,0.0,1.5707963267948966
0.42,3.160620049502762,2.4516282146119055,1.6937166322257262,0.9460853588275454,0.0,0.0,0.3239174181981494,-3.8510085941791115,4.964690364153243,0.1562564645078366,0.0,0.0,1.5707963267948966
0.44,3.0820529711031575,2.5496959589947585,1.6964574501457377,0.9408807689542255,0.0,0.0,0.3387379202452914,-4.005053046832758,4.841277485996137,0.11773515226450215,0.0,0.0,1.5707963267948966
0.46,3.000444278521839,2.6452474612946073,1.6984229402628954,0.9354440308298673,0.0,0.0,0.35347484377925714,-4.155144995665094,4.713086851454868,0.07874919316325439,0.0,0.0,1.5707963267948966
0.48,2.9158745096856467,2.7381884237147545,1.6996053456856544,0.9297764858882512,0.0,0.0,0.368124552684678,-4.3011363180434445,4.580244969209084,0.03945244697367555,0.0,0.0,1.5707963267948966
0.5,2.8284271247461907,2.8284271247461903,1.7,0.9238795325112866,0.0,0.0,0.3826834323650898,-4.442882938158366,4.442882938158367,3.8473413874435795e-17,0.0,0.0,1.5707963267948966
0.52,2.738188423714755,2.9158745096856467,1.6996053456856544,0.917754625683981,0.0,0.0,0.3971478906347806,-4.580244969209084,4.3011363180434445,-0.03945244697367548,0.0,0.0,1.5707963267948966
0.54,2.6452474612946073,3.000444278521839,1.6984229402628954,0.9114032766354451,0.0,0.0,0.4115143586051088,-4.713086851454868,4.155144995665094,-0.07874919316325446,0.0,0.0,1.5707963267948966
0.56,2.5496959589947585,3.0820529711031575,1.6964574501457377,0.9048270524660192,0.0,0.0,0.4257792915650727,-4.841277485996137,4.005053046832758,-0.11773515226450222,0.0,0.0,1.5707963267948966
0.58,2.451628214611906,3.1606200495027617,1.6937166322257262,0.8980275757606154,0.0,0.0,0.4399391698559151,-4.964690364153242,3.8510085941791123,-0.15625646450783642,0.0,0.0,1.5707963267948966
0.6,2.3511410091698925,3.23606797749979,1.6902113032590307,0.8910065241883677,0.0,0.0,0.45399049973954675,-5.0832036923152595,3.6931636609809133,-0.19416110387254662,0.0,0.0,1.5707963267948966
0.62,2.2483335114085223,3.3083222970982478,1.6859552971776504,0.8837656300886934,0.0,0.0,0.46792981426057334,-5.196700512135582,3.5316740211303785,-0.23129947806404266,0.0,0.0,1.5707963267948966
0.64,2.143307179915986,3.3773117020080603,1.680965410493204,0.8763066800438635,0.0,0.0,0.48175367410171527,-5.305068815955681,3.3666990454051597,-0.2675250188862998,0.0,0.0,1.5707963267948966
0.66,2.036165663001485,3.4429681080157746,1.6752613360087727,0.8686315144381911,0.0,0.0,0.49545866843240755,-5.408201657343153,3.1984015441886275,-0.3026947606795681,0.0,0.0,1.5707963267948966
0.68,1.9270146964068606,3.5052267201754543,1.668865585100403,0.8607420270039435,0.0,0.0,0.5090414157503713,-5.5059972566349265,3.0269476067956793,-0.3366699045405161,0.0,0.0,1.5707963267948966
0.7000000000000001,1.8159619989581872,3.5640260967534707,1.6618033988749894,0.8526401643540922,0.0,0.0,0.5224985647159488,-5.598359101381504,2.852506437562638,-0.3693163660980912,0.0,0.0,1.5707963267948966
0.72,1.7031171662602906,3.619308209864078,1.654102648555158,0.8443279255020151,0.0,0.0,0.5358267949789965,-5.685196041593106,2.675250188862998,-0.4005053046832758,0.0,0.0,1.5707963267948966
0.74,1.5885915625391223,3.671018502735924,1.6457937254842823,0.8358073613682703,0.0,0.0,0.5490228179981317,-5.76642237969369,2.4953537912138186,-0.4301136318043445,0.0,0.0,1.5707963267948966
0.76,1.4724982107387123,3.7191059435530054,1.6369094211857378,0.8270805742745619,0.0,0.0,0.5620833778521305,-5.841957955094129,2.3129947806404267,-0.4580244969209082,0.0,0.0,1.5707963267948966
0.78,1.354951680981166,3.763523075816902,1.627484797949738,0.8181497174250235,0.0,0.0,0.5750052520432785,-5.91172822330102,2.128353123469786,-0.48412774859961366,0.0,0.0,1.5707963267948966
0.8,1.23606797749979,3.8042260651806146,1.6175570504584946,0.8090169943749476,0.0,0.0,0.587785252292473,-5.975664329483112,1.941611038725467,-0.508320369231526,0.0,0.0,1.5707963267948966
0.8200000000000001,1.115964424156917,3.8411747427077727,1.6071653589957993,0.7996846584870907,0.0,0.0,0.600420225325884,-6.033703176422701,1.7529528182994674,-0.5305068815955681,0.0,0.0,1.5707963267948966
0.84,0.99475954865942,3.8743326445145247,1.5963507348203432,0.7901550123756905,0.0,0.0,0.6129070536529764,-6.085787486784973,1.5625646450783661,-0.5505997256634925,0.0,0.0,1.5707963267948966
0.86,0.8725729655861708,3.90366704775499,1.5851558583130145,0.7804304073383299,0.0,0.0,0.6252426563357051,-6.131865859643817,1.3706344092032867,-0.5685196041593105,0.0,0.0,1.5707963267948966
0.88,0.749525258342899,3.929149002914755,1.5736249105369355,0.7705132427757894,0.0,0.0,0.6374239897486896,-6.171892821208328,1.1773515226450215,-0.5841957955094128,0.0,0.0,1.5707963267948966
0.9,0.6257378601609237,3.9507533623805506,1.5618033988749895,0.7604059656000312,0.0,0.0,0.6494480483301835,-6.205828869699956,0.9829067322772775,-0.5975664329483112,0.0,0.0,1.5707963267948966
0.92,0.501332934257217,3.9684588052579106,1.549737977432971,0.7501110696304597,0.0,0.0,0.6613118653236518,-6.23364051433599,0.7874919316325438,-0.6085787486784974,0.0,0.0,1.5707963267948966
0.9400000000000001,0.37643325327405713,3.9822478584123195,1.537476262917145,0.7396310949786098,0.0,0.0,0.6730125135097733,-6.255300308380915,0.591299971526342,-0.6171892821208327,0.0,0.0,1.5707963267948966
0.96,0.25116207811725405,3.9921069137130862,1.5250666467128609,0.7289686274214117,0.0,0.0,0.6845471059286886,-6.270786876233027,0.39452446973675553,-0.623364051433599,0.0,0.0,1.5707963267948966
0.98,0.1256430363125136,3.998026241462927,1.5125581039058626,0.7181262977631889,0.0,0.0,0.6959127965923143,-6.2800849345195715,0.1973596199270542,-0.6270786876233027,0.0,0.0,1.5707963267948966
1.0,2.4492935982947064e-16,4.0,1.5,0.7071067811865477,0.0,0.0,0.7071067811865476,-6.283185307179586,3.8473413874435795e-16,-0.6283185307179586,0.0,0.0,1.5707963267948966
1.02,-0.1256430363125131,3.998026241462927,1.4874418960941374,0.6959127965923144,0.0,0.0,0.7181262977631889,-6.2800849345195715,-0.1973596199270534,-0.6270786876233028,0.0,0.0,1.5707963267948966
1.04,-0.2511620781172536,3.9921069137130867,1.4749333532871391,0.6845471059286887,0.0,0.0,0.7289686274214117,-6.270786876233028,-0.3945244697367548,-0.623364051433599,0.0,0.0,1.5707963267948966
1.06,-0.3764332532740576,3.9822478584123195,1.462523737082855,0.6730125135097733,0.0,0.0,0.7396310949786098,-6.255300308380915,-0.5912999715263426,-0.6171892821208327,0.0,0.0,1.5707963267948966
1.08,-0.5013329342572175,3.9684588052579106,1.450262022567029,0.6613118653236518,0.0,0.0,0.7501110696304597,-6.23364051433599,-0.7874919316325446,-0.6085787486784974,0.0,0.0,1.5707963267948966
1.1,-0.6257378601609241,3.9507533623805506,1.4381966011250105,0.6494480483301835,0.0,0.0,0.7604059656000312,-6.205828869699956,-0.9829067322772783,-0.5975664329483111,0.0,0.0,1.5707963267948966
1.12,-0.7495252583428994,3.929149002914755,1.4263750894630642,0.6374239897486896,0.0,0.0,0.7705132427757894,-6.171892821208328,-1.1773515226450222,-0.5841957955094128,0.0,0.0,1.5707963267948966
1.1400000000000001,-0.8725729655861705,3.90366704775499,1.4148441416869855,0.6252426563357051,0.0,0.0,0.7804304073383299,-6.131865859643817,-1.3706344092032863,-0.5685196041593106,0.0,0.0,1.5707963267948966
1.16,-0.9947595486594187,3.874332644514525,1.403649265179657,0.6129070536529765,0.0,0.0,0.7901550123756904,-6.085787486784974,-1.5625646450783641,-0.5505997256634927,0.0,0.0,1.5707963267948966
1.18,-1.1159644241569167,3.841174742707773,1.3928346410042007,0.600420225325884,0.0,0.0,0.7996846584870906,-6.033703176422702,-1.7529528182994667,-0.5305068815955682,0.0,0.0,1.5707963267948966
1.2,-1.2360679774997896,3.804226065180615,1.3824429495415054,0.5877852522924731,0.0,0.0,0.8090169943749475,-5.975664329483113,-1.9416110387254664,-0.5083203692315261,0.0,0.0,1.5707963267948966
1.22,-1.3549516809811657,3.7635230758169023,1.372515202050262,0.5750052520432786,0.0,0.0,0.8181497174250235,-5.911728223301021,-2.1283531234697857,-0.4841277485996137,0.0,0.0,1.5707963267948966
1.24,-1.4724982107387121,3.719105943553006,1.3630905788142622,0.5620833778521306,0.0,0.0,0.8270805742745619,-5.84195795509413,-2.3129947806404263,-0.45802449692090835,0.0,0.0,1.5707963267948966
1.26,-1.588591562539122,3.6710185027359246,1.3542062745157177,0.5490228179981318,0.0,0.0,0.8358073613682703,-5.766422379693691,-2.495353791213818,-0.43011363180434464,0.0,0.0,1.5707963267948966
1.28,-1.703117166260291,3.619308209864078,1.345897351444842,0.5358267949789965,0.0,0.0,0.8443279255020151,-5.685196041593106,-2.6752501888629983,-0.4005053046832757,0.0,0.0,1.5707963267948966
1.3,-1.8159619989581868,3.564026096753471,1.3381966011250106,0.5224985647159489,0.0,0.0,0.8526401643540922,-5.598359101381505,-2.8525064375626377,-0.36931636609809143,0.0,0.0,1.5707963267948966
1.32,-1.9270146964068615,3.505226720175454,1.331134414899597,0.5090414157503712,0.0,0.0,0.8607420270039436,-5.505997256634926,-3.0269476067956806,-0.33666990454051576,0.0,0.0,1.5707963267948966
1.34,-2.036165663001485,3.4429681080157746,1.3247386639912273,0.49545866843240755,0.0,0.0,0.8686315144381912,-5.408201657343153,-3.1984015441886275,-0.302694760679568,0.0,0.0,1.5707963267948966
1.36,-2.143307179915987,3.37731170200806,1.319034589506796,0.48175367410171516,0.0,0.0,0.8763066800438636,-5.30506881595568,-3.366699045405161,-0.2675250188862994,0.0,0.0,1.5707963267948966
1.3800000000000001,-2.2483335114085223,3.3083222970982473,1.3140447028223496,0.4679298142605733,0.0,0.0,0.8837656300886934,-5.196700512135581,-3.5316740211303785,-0.23129947806404252,0.0,0.0,1.5707963267948966
1.4000000000000001,-2.3511410091698917,3.2360679774997902,1.3097886967409693,0.4539904997395468,0.0,0.0,0.8910065241883677,-5.08320369231526,-3.693163660980912,-0.19416110387254676,0.0,0.0,1.5707963267948966
1.42,-2.4516282146119046,3.1606200495027625,1.3062833677742738,0.43993916985591525,0.0,0.0,0.8980275757606154,-4.964690364153244,-3.85100859417911,-0.1562564645078368,0.0,0.0,1.5707963267948966
1.44,-2.5496959589947585,3.0820529711031575,1.3035425498542623,0.42577929156507266,0.0,0.0,0.9048270524660195,-4.841277485996137,-4.005053046832758,-0.11773515226450211,0.0,0.0,1.5707963267948966
1.46,-2.645247461294607,3.000444278521839,1.3015770597371046,0.4115143586051089,0.0,0.0,0.9114032766354451,-4.713086851454868,-4.155144995665093,-0.07874919316325461,0.0,0.0,1.5707963267948966
1.48,-2.738188423714755,2.915874509685646,1.3003946543143456,0.39714789063478056,0.0,0.0,0.917754625683981,-4.580244969209083,-4.3011363180434445,-0.03945244697367535,0.0,0.0,1.5707963267948966
1.5,-2.82842712474619,2.8284271247461907,1.3,0.38268343236508984,0.0,0.0,0.9238795325112866,-4.442882938158367,-4.442882938158366,-1.1542024162330739e-16,0.0,0.0,1.5707963267948966
1.52,-2.9158745096856453,2.7381884237147553,1.3003946543143456,0.3681245526846781,0.0,0.0,0.9297764858882513,-4.301136318043445,-4.580244969209081,0.039452446973675136,0.0,0.0,1.5707963267948966
1.54,-3.0004442785218384,2.6452474612946073,1.3015770597371046,0.35347484377925714,0.0,0.0,0.9354440308298673,-4.155144995665094,-4.713086851454867,0.07874919316325438,0.0,0.0,1.5707963267948966
1.56,-3.082052971103157,2.549695958994759,1.3035425498542623,0.3387379202452915,0.0,0.0,0.9408807689542255,-4.005053046832758,-4.8412774859961365,0.11773515226450186,0.0,0.0,1.5707963267948966
1.58,-3.160620049502762,2.4516282146119055,1.3062833677742738,0.3239174181981494,0.0,0.0,0.9460853588275454,-3.8510085941791115,-4.964690364153243,0.1562564645078366,0.0,0.0,1.5707963267948966
1.6,-3.23606797749979,2.3511410091698925,1.3097886967409693,0.3090169943749475,0.0,0.0,0.9510565162951536,-3.6931636609809133,-5.0832036923152595,0.19416110387254656,0.0,0.0,1.5707963267948966
1.62,-3.3083222970982478,2.2483335114085214,1.3140447028223496,0.29404032523230395,0.0,0.0,0.9557930147983302,-3.531674021130377,-5.196700512135582,0.23129947806404283,0.0,0.0,1.5707963267948966
1.6400000000000001,-3.3773117020080603,2.143307179915986,1.319034589506796,0.2789911060392293,0.0,0.0,0.9602936856769432,-3.3666990454051597,-5.305068815955681,0.26752501888629976,0.0,0.0,1.5707963267948966
1.6600000000000001,-3.442968108015775,2.036165663001484,1.3247386639912273,0.2638730499653728,0.0,0.0,0.9645574184577983,-3.198401544188626,-5.408201657343154,0.30269476067956824,0.0,0.0,1.5707963267948966
1.68,-3.5052267201754534,1.9270146964068622,1.331134414899597,0.248689887164855,0.0,0.0,0.9685831611286312,-3.026947606795682,-5.505997256634925,0.33666990454051554,0.0,0.0,1.5707963267948966
1.7,-3.5640260967534707,1.8159619989581874,1.3381966011250104,0.2334453638559055,0.0,0.0,0.9723699203976768,-2.8525064375626386,-5.598359101381504,0.36931636609809115,0.0,0.0,1.5707963267948966
1.72,-3.619308209864077,1.7031171662602915,1.345897351444842,0.2181432413965427,0.0,0.0,0.9759167619387475,-2.675250188862999,-5.685196041593104,0.4005053046832755,0.0,0.0,1.5707963267948966
1.74,-3.671018502735924,1.5885915625391225,1.3542062745157177,0.20278729535651252,0.0,0.0,0.9792228106217659,-2.4953537912138186,-5.76642237969369,0.4301136318043444,0.0,0.0,1.5707963267948966
1.76,-3.719105943553005,1.4724982107387126,1.3630905788142622,0.18738131458572474,0.0,0.0,0.9822872507286887,-2.312994780640427,-5.841957955094128,0.4580244969209082,0.0,0.0,1.5707963267948966
1.78,-3.7635230758169023,1.3549516809811655,1.372515202050262,0.17192910027940952,0.0,0.0,0.9851093261547739,-2.1283531234697852,-5.911728223301021,0.4841277485996137,0.0,0.0,1.5707963267948966
1.8,-3.8042260651806146,1.2360679774997902,1.3824429495415054,0.15643446504023092,0.0,0.0,0.9876883405951377,-1.9416110387254675,-5.975664329483112,0.5083203692315259,0.0,0.0,1.5707963267948966
1.82,-3.841174742707773,1.1159644241569164,1.3928346410042007,0.14090123193758258,0.0,0.0,0.9900236577165574,-1.7529528182994663,-6.033703176422702,0.5305068815955682,0.0,0.0,1.5707963267948966
1.84,-3.874332644514525,0.9947595486594194,1.403649265179657,0.12533323356430426,0.0,0.0,0.9921147013144777,-1.5625646450783652,-6.085787486784974,0.5505997256634926,0.0,0.0,1.5707963267948966
1.86,-3.90366704775499,0.8725729655861694,1.4148441416869855,0.10973431109104514,0.0,0.0,0.9939609554551795,-1.3706344092032845,-6.131865859643817,0.5685196041593107,0.0,0.0,1.5707963267948966
1.8800000000000001,-3.9291490029147544,0.7495252583428983,1.4263750894630645,0.09410831331851428,0.0,0.0,0.9955619646030799,-1.1773515226450206,-6.171892821208327,0.5841957955094129,0.0,0.0,1.5707963267948966
1.9000000000000001,-3.9507533623805506,0.6257378601609239,1.4381966011250105,0.078459095727845,0.0,0.0,0.9969173337331279,-0.982906732277278,-6.205828869699956,0.5975664329483111,0.0,0.0,1.5707963267948966
1.92,-3.9684588052579106,0.5013329342572181,1.4502620225670289,0.06279051952931351,0.0,0.0,0.9980267284282716,-0.7874919316325456,-6.23364051433599,0.6085787486784973,0.0,0.0,1.5707963267948966
1.94,-3.982247858412319,0.3764332532740574,1.462523737082855,0.04710645070964268,0.0,0.0,0.9988898749619702,-0.5912999715263424,-6.255300308380914,0.6171892821208327,0.0,0.0,1.5707963267948966
1.96,-3.9921069137130862,0.25116207811725433,1.4749333532871391,0.0314107590781284,0.0,0.0,0.9995065603657317,-0.394524469736756,-6.270786876233027,0.6233640514335989,0.0,0.0,1.5707963267948966
1.98,-3.998026241462927,0.12564303631251297,1.4874418960941374,0.015707317311820648,0.0,0.0,0.9998766324816607,-0.19735961992705317,-6.2800849345195715,0.6270786876233028,0.0,0.0,1.5707963267948966
2.0,-4.0,4.898587196589413e-16,1.5,6.123233995736766e-17,0.0,0.0,1.0,-7.694682774887159e-16,-6.283185307179586,0.6283185307179586,0.0,0.0,1.5707963267948966
2.02,-3.998026241462927,-0.12564303631251197,1.5125581039058626,-0.015707317311820523,0.0,0.0,0.9998766324816607,0.19735961992705162,-6.2800849345195715,0.6270786876233027,0.0,0.0,1.5707963267948966
2.04,-3.9921069137130867,-0.25116207811725333,1.5250666467128609,-0.03141075907812828,0.0,0.0,0.9995065603657317,0.3945244697367544,-6.270786876233028,0.623364051433599,0.0,0.0,1.5707963267948966
2.06,-3.9822478584123195,-0.3764332532740564,1.5374762629171448,-0.047106450709642554,0.0,0.0,0.9988898749619701,0.5912999715263407,-6.255300308380915,0.6171892821208328,0.0,0.0,1.5707963267948966
2.08,-3.9684588052579106,-0.5013329342572173,1.549737977432971,-0.0627905195293134,0.0,0.0,0.9980267284282717,0.7874919316325443,-6.23364051433599,0.6085787486784974,0.0,0.0,1.5707963267948966
2.1,-3.9507533623805506,-0.625737860160923,1.5618033988749895,-0.07845909572784489,0.0,0.0,0.996917333733128,0.9829067322772765,-6.205828869699956,0.5975664329483112,0.0,0.0,1.5707963267948966
2.12,-3.9291490029147544,-0.7495252583428992,1.5736249105369358,-0.0941083133185144,0.0,0.0,0.9955619646030799,1.177351522645022,-6.171892821208327,0.5841957955094128,0.0,0.0,1.5707963267948966
2.14,-3.90366704775499,-0.8725729655861703,1.5851558583130145,-0.10973431109104526,0.0,0.0,0.9939609554551795,1.3706344092032858,-6.131865859643817,0.5685196041593106,0.0,0.0,1.5707963267948966
2.16,-3.8743326445145247,-0.9947595486594202,1.5963507348203432,-0.12533323356430437,0.0,0.0,0.9921147013144777,1.5625646450783663,-6.085787486784973,0.5505997256634925,0.0,0.0,1.5707963267948966
2.18,-3.8411747427077727,-1.1159644241569173,1.6071653589957993,-0.1409012319375827,0.0,0.0,0.9900236577165574,1.7529528182994676,-6.033703176422701,0.530506881595568,0.0,0.0,1.5707963267948966
2.2,-3.804226065180614,-1.2360679774997911,1.6175570504584946,-0.15643446504023104,0.0,0.0,0.9876883405951377,1.9416110387254688,-5.975664329483111,0.5083203692315258,0.0,0.0,1.5707963267948966
2.22,-3.763523075816902,-1.3549516809811661,1.627484797949738,-0.17192910027940964,0.0,0.0,0.9851093261547739,2.128353123469786,-5.91172822330102,0.48412774859961366,0.0,0.0,1.5707963267948966
2.24,-3.719105943553005,-1.4724982107387135,1.6369094211857378,-0.18738131458572485,0.0,0.0,0.9822872507286887,2.3129947806404285,-5.841957955094128,0.458024496920908,0.0,0.0,1.5707963267948966
2.2600000000000002,-3.6710185027359237,-1.5885915625391234,1.6457937254842823,-0.20278729535651263,0.0,0.0,0.9792228106217659,2.4953537912138204,-5.76642237969369,0.43011363180434425,0.0,0.0,1.5707963267948966
2.2800000000000002,-3.6193082098640774,-1.7031171662602909,1.654102648555158,-0.21814324139654262,0.0,0.0,0.9759167619387475,2.675250188862998,-5.685196041593105,0.4005053046832758,0.0,0.0,1.5707963267948966
2.3000000000000003,-3.5640260967534703,-1.8159619989581883,1.6618033988749896,-0.23344536385590559,0.0,0.0,0.9723699203976768,2.85250643756264,-5.5983591013815035,0.369316366098091,0.0,0.0,1.5707963267948966
2.32,-3.505226720175455,-1.92701469640686,1.668865585100403,-0.24868988716485468,0.0,0.0,0.9685831611286313,3.0269476067956784,-5.505997256634927,0.3366699045405163,0.0,0.0,1.5707963267948966
2.34,-3.4429681080157755,-2.0361656630014835,1.6752613360087727,-0.2638730499653727,0.0,0.0,0.9645574184577983,3.1984015441886253,-5.408201657343155,0.3026947606795686,0.0,0.0,1.5707963267948966
2.36,-3.377311702008061,-2.1433071799159853,1.680965410493204,-0.27899110603922916,0.0,0.0,0.9602936856769433,3.3666990454051584,-5.305068815955683,0.26752501888630004,0.0,0.0,1.5707963267948966
2.38,-3.3083222970982487,-2.2483335114085206,1.6859552971776501,-0.29404032523230383,0.0,0.0,0.9557930147983303,3.531674021130376,-5.196700512135584,0.23129947806404313,0.0,0.0,1.5707963267948966
2.4,-3.2360679774997907,-2.3511410091698917,1.6902113032590307,-0.3090169943749474,0.0,0.0,0.9510565162951538,3.693163660980912,-5.083203692315261,0.19416110387254687,0.0,0.0,1.5707963267948966
2.42,-3.160620049502763,-2.4516282146119046,1.6937166322257262,-0.3239174181981493,0.0,0.0,0.9460853588275454,3.85100859417911,-4.9646903641532445,0.15625646450783692,0.0,0.0,1.5707963267948966
2.44,-3.0820529711031575,-2.5496959589947585,1.6964574501457377,-0.3387379202452914,0.0,0.0,0.9408807689542256,4.005053046832758,-4.841277485996137,0.11773515226450218,0.0,0.0,1.5707963267948966
2.46,-3.0004442785218393,-2.645247461294607,1.6984229402628954,-0.35347484377925703,0.0,0.0,0.9354440308298674,4.155144995665093,-4.713086851454869,0.07874919316325468,0.0,0.0,1.5707963267948966
2.48,-2.9158745096856467,-2.738188423714755,1.6996053456856544,-0.36812455268467803,0.0,0.0,0.9297764858882515,4.3011363180434445,-4.580244969209084,0.039452446973675434,0.0,0.0,1.5707963267948966
2.5,-2.8284271247461907,-2.82842712474619,1.7,-0.3826834323650897,0.0,0.0,0.9238795325112867,4.442882938158366,-4.442882938158367,1.92367069372179e-16,0.0,0.0,1.5707963267948966
2.52,-2.738188423714756,-2.9158745096856458,1.6996053456856544,-0.3971478906347805,0.0,0.0,0.9177546256839811,4.580244969209082,-4.301136318043446,-0.03945244697367506,0.0,0.0,1.5707963267948966
2.54,-2.6452474612946077,-3.0004442785218384,1.6984229402628954,-0.41151435860510877,0.0,0.0,0.9114032766354452,4.713086851454867,-4.155144995665095,-0.0787491931632543,0.0,0.0,1.5707963267948966
2.56,-2.549695958994758,-3.082052971103158,1.6964574501457377,-0.42577929156507277,0.0,0.0,0.9048270524660195,4.841277485996138,-4.005053046832757,-0.11773515226450235,0.0,0.0,1.5707963267948966
2.58,-2.4516282146119055,-3.160620049502762,1.6937166322257262,-0.43993916985591514,0.0,0.0,0.8980275757606155,4.964690364153243,-3.8510085941791115,-0.1562564645078365,0.0,0.0,1.5707963267948966
2.6,-2.351141009169893,-3.23606797749979,1.6902113032590307,-0.4539904997395467,0.0,0.0,0.8910065241883678,5.0832036923152595,-3.693163660980914,-0.19416110387254645,0.0,0.0,1.5707963267948966
2.62,-2.248333511408523,-3.308322297098247,1.6859552971776504,-0.46792981426057323,0.0,0.0,0.8837656300886935,5.196700512135581,-3.53167402113038,-0.23129947806404222,0.0,0.0,1.5707963267948966
2.64,-2.143307179915985,-3.377311702008061,1.680965410493204,-0.4817536741017154,0.0,0.0,0.8763066800438635,5.305068815955683,-3.3666990454051575,-0.26752501888630015,0.0,0.0,1.5707963267948966
2.66,-2.0361656630014844,-3.4429681080157746,1.6752613360087727,-0.49545866843240755,0.0,0.0,0.8686315144381912,5.408201657343153,-3.198401544188627,-0.3026947606795682,0.0,0.0,1.5707963267948966
2.68,-1.927014696406861,-3.505226720175454,1.668865585100403,-0.5090414157503712,0.0,0.0,0.8607420270039436,5.505997256634926,-3.02694760679568,-0.336669904540516,0.0,0.0,1.5707963267948966
2.7,-1.8159619989581877,-3.5640260967534703,1.6618033988749896,-0.5224985647159487,0.0,0.0,0.8526401643540923,5.5983591013815035,-2.852506437562639,-0.36931636609809115,0.0,0.0,1.5707963267948966
