t,ref_px,ref_py,ref_pz
1.54,-3.3773117020080603,2.143307179915986,1.319034589506796
1.56,-3.442968108015775,2.036165663001484,1.3247386639912273
1.58,-3.5052267201754534,1.9270146964068622,1.331134414899597
1.6,-3.5640260967534707,1.8159619989581874,1.3381966011250104
1.62,-3.619308209864077,1.7031171662602915,1.345897351444842
1.6400000000000001,-3.671018502735924,1.5885915625391225,1.3542062745157177
1.6600000000000001,-3.719105943553005,1.4724982107387126,1.3630905788142622
1.68,-3.7635230758169023,1.3549516809811655,1.372515202050262
1.7,-3.8042260651806146,1.2360679774997902,1.3824429495415054
1.72,-3.841174742707773,1.1159644241569164,1.3928346410042007
1.74,-3.874332644514525,0.9947595486594194,1.403649265179657
1.76,-3.90366704775499,0.8725729655861694,1.4148441416869855
1.78,-3.9291490029147544,0.7495252583428983,1.4263750894630645
1.8,-3.9507533623805506,0.6257378601609239,1.4381966011250105
1.82,-3.9684588052579106,0.5013329342572181,1.4502620225670289
1.84,-3.982247858412319,0.3764332532740574,1.462523737082855
1.86,-3.9921069137130862,0.25116207811725433,1.4749333532871391
1.8800000000000001,-3.998026241462927,0.12564303631251297,1.4874418960941374
1.9000000000000001,-4.0,4.898587196589413e-16,1.5
1.92,-3.998026241462927,-0.12564303631251197,1.5125581039058626
1.94,-3.9921069137130867,-0.25116207811725333,1.5250666467128609
1.96,-3.9822478584123195,-0.3764332532740564,1.5374762629171448
1.98,-3.9684588052579106,-0.5013329342572173,1.549737977432971
2.0,-3.9507533623805506,-0.625737860160923,1.5618033988749895
2.02,-3.9291490029147544,-0.7495252583428992,1.5736249105369358
2.04,-3.90366704775499,-0.8725729655861703,1.5851558583130145
2.06,-3.8743326445145247,-0.9947595486594202,1.5963507348203432
2.08,-3.8411747427077727,-1.1159644241569173,1.6071653589957993
2.1,-3.804226065180614,-1.2360679774997911,1.6175570504584946
2.12,-3.763523075816902,-1.3549516809811661,1.627484797949738
2.14,-3.719105943553005,-1.4724982107387135,1.6369094211857378
2.16,-3.6710185027359237,-1.5885915625391234,1.6457937254842823
2.18,-3.6193082098640774,-1.7031171662602909,1.654102648555158
2.2,-3.5640260967534703,-1.8159619989581883,1.6618033988749896
2.22,-3.505226720175455,-1.92701469640686,1.668865585100403
2.24,-3.4429681080157755,-2.0361656630014835,1.6752613360087727
2.2600000000000002,-3.377311702008061,-2.1433071799159853,1.680965410493204
2.2800000000000002,-3.3083222970982487,-2.2483335114085206,1.6859552971776501
2.3000000000000003,-3.2360679774997907,-2.3511410091698917,1.6902113032590307
2.32,-3.160620049502763,-2.4516282146119046,1.6937166322257262
2.34,-3.0820529711031575,-2.5496959589947585,1.6964574501457377
2.36,-3.0004442785218393,-2.645247461294607,1.6984229402628954
2.38,-2.9158745096856467,-2.738188423714755,1.6996053456856544
2.4,-2.8284271247461907,-2.82842712474619,1.7
2.42,-2.738188423714756,-2.9158745096856458,1.6996053456856544
2.44,-2.6452474612946077,-3.0004442785218384,1.6984229402628954
2.46,-2.549695958994758,-3.082052971103158,1.6964574501457377
2.48,-2.4516282146119055,-3.160620049502762,1.6937166322257262
2.5,-2.351141009169893,-3.23606797749979,1.6902113032590307
2.52,-2.248333511408523,-3.308322297098247,1.6859552971776504
2.54,-2.143307179915985,-3.377311702008061,1.680965410493204
2.56,-2.0361656630014844,-3.4429681080157746,1.6752613360087727
2.58,-1.927014696406861,-3.505226720175454,1.668865585100403
2.6,-1.8159619989581877,-3.5640260967534703,1.6618033988749896
2.62,-1.7031171662602886,-3.6193082098640783,1.6541026485551578
2.64,-1.5885915625391211,-3.6710185027359246,1.6457937254842823
2.66,-1.4724982107387112,-3.719105943553006,1.6369094211857376
2.68,-1.3549516809811657,-3.763523075816902,1.627484797949738
2.7,-1.2360679774997905,-3.804226065180614,1.6175570504584946
2.72,-1.1159644241569184,-3.8411747427077723,1.6071653589957995
2.74,-0.9947595486594213,-3.8743326445145247,1.5963507348203432
2.7600000000000002,-0.8725729655861731,-3.9036670477549893,1.5851558583130148
2.7800000000000002,-0.7495252583428986,-3.929149002914755,1.5736249105369355
2.8000000000000003,-0.6257378601609243,-3.95075336238055,1.5618033988749895
2.82,-0.5013329342572185,-3.9684588052579106,1.5497379774329711
2.84,-0.3764332532740594,-3.982247858412319,1.5374762629171452
2.86,-0.2511620781172528,-3.9921069137130867,1.5250666467128609
2.88,-0.1256430363125132,-3.998026241462927,1.5125581039058626
2.9,-7.347880794884119e-16,-4.0,1.5
2.92,0.12564303631251175,-3.998026241462927,1.4874418960941376
2.94,0.2511620781172514,-3.9921069137130867,1.4749333532871394
2.96,0.37643325327405797,-3.9822478584123195,1.462523737082855
2.98,0.5013329342572169,-3.9684588052579106,1.450262022567029
3.0,0.6257378601609227,-3.9507533623805506,1.4381966011250107
3.02,0.7495252583428971,-3.9291490029147553,1.4263750894630645
3.04,0.8725729655861716,-3.90366704775499,1.4148441416869852
3.06,0.99475954865942,-3.8743326445145247,1.4036492651796568
3.08,1.115964424156917,-3.8411747427077727,1.3928346410042007
3.1,1.2360679774997891,-3.804226065180615,1.3824429495415054
3.12,1.3549516809811677,-3.7635230758169014,1.3725152020502618
3.14,1.4724982107387132,-3.719105943553005,1.3630905788142622
3.16,1.5885915625391231,-3.671018502735924,1.3542062745157177
3.18,1.7031171662602906,-3.619308209864078,1.345897351444842
3.2,1.8159619989581863,-3.564026096753471,1.3381966011250106
3.22,1.9270146964068626,-3.505226720175453,1.331134414899597
3.24,2.036165663001483,-3.4429681080157755,1.3247386639912273
3.2600000000000002,2.1433071799159835,-3.377311702008062,1.3190345895067963
3.2800000000000002,2.248333511408522,-3.3083222970982478,1.3140447028223496
3.3000000000000003,2.351141009169891,-3.2360679774997907,1.3097886967409693
3.3200000000000003,2.451628214611904,-3.160620049502763,1.3062833677742738
3.34,2.5496959589947568,-3.082052971103159,1.3035425498542623
3.36,2.6452474612946077,-3.0004442785218384,1.3015770597371046
3.38,2.7381884237147545,-2.9158745096856467,1.3003946543143456
3.4,2.8284271247461894,-2.8284271247461907,1.3
3.42,2.9158745096856453,-2.738188423714756,1.3003946543143456
3.44,3.000444278521837,-2.645247461294609,1.3015770597371044
3.46,3.0820529711031575,-2.549695958994758,1.3035425498542623
3.48,3.1606200495027617,-2.451628214611906,1.3062833677742738
3.5,3.2360679774997894,-2.351141009169893,1.3097886967409693
3.52,3.3083222970982464,-2.248333511408523,1.3140447028223496
3.54,3.377311702008061,-2.143307179915985,1.319034589506796
3.56,3.4429681080157746,-2.0361656630014844,1.3247386639912273
3.58,3.505226720175454,-1.927014696406861,1.331134414899597
3.6,3.5640260967534703,-1.8159619989581879,1.3381966011250104
3.62,3.6193082098640783,-1.7031171662602889,1.3458973514448422
3.64,3.6710185027359246,-1.5885915625391214,1.3542062745157177
3.66,3.7191059435530054,-1.4724982107387115,1.3630905788142622
3.68,3.763523075816902,-1.354951680981166,1.372515202050262
3.7,3.804226065180614,-1.2360679774997907,1.3824429495415054
3.72,3.841174742707773,-1.1159644241569153,1.392834641004201
3.74,3.8743326445145243,-0.9947595486594215,1.4036492651796568
3.7600000000000002,3.9036670477549893,-0.8725729655861734,1.4148441416869852
3.7800000000000002,3.9291490029147544,-0.7495252583428988,1.4263750894630645
3.8000000000000003,3.95075336238055,-0.6257378601609245,1.4381966011250105
3.8200000000000003,3.96845880525791,-0.5013329342572187,1.4502620225670289
3.84,3.982247858412319,-0.3764332532740597,1.4625237370828548
3.86,3.9921069137130867,-0.25116207811725305,1.4749333532871391
3.88,3.998026241462927,-0.12564303631251345,1.4874418960941374
3.9,4.0,0.0,1.5
3.92,3.998026241462927,0.1256430363125132,1.5125581039058626
3.94,3.9921069137130862,0.2511620781172535,1.5250666467128609
3.96,3.982247858412319,0.37643325327405724,1.537476262917145
3.98,3.9684588052579106,0.501332934257217,1.549737977432971
