t,ref_px,ref_py,ref_pz
1.92,-2.498766400914329,-0.07852689769531998,1.5125581039058626
1.94,-2.495066821070679,-0.15697629882328334,1.5250666467128609
1.96,-2.4889049115076998,-0.23527078329628526,1.5374762629171448
1.98,-2.4802867532861943,-0.31333308391076076,1.549737977432971
2.0,-2.469220851487844,-0.3910861626005769,1.5618033988749895
2.02,-2.4557181268217216,-0.468453286464312,1.5736249105369358
2.04,-2.439791904846869,-0.5453581034913564,1.5851558583130145
2.06,-2.421457902821578,-0.6217247179121376,1.5963507348203432
2.08,-2.400734214192358,-0.6974777650980734,1.6071653589957993
2.1,-2.3776412907378837,-0.7725424859373695,1.6175570504584946
2.12,-2.3522019223855635,-0.8468448006132289,1.627484797949738
2.14,-2.324441214720628,-0.9203113817116959,1.6369094211857378
2.16,-2.2943865642099524,-0.9928697265869522,1.6457937254842823
2.18,-2.2620676311650483,-1.0644482289126818,1.654102648555158
2.2,-2.227516310470919,-1.1349762493488678,1.6618033988749896
2.22,-2.190766700109659,-1.2043841852542876,1.668865585100403
2.24,-2.1518550675098598,-1.2726035393759272,1.6752613360087727
2.2600000000000002,-2.1108198137550382,-1.339566987447491,1.680965410493204
2.2800000000000002,-2.0677014356864056,-1.4052084446303255,1.6859552971776501
2.3000000000000003,-2.022542485937369,-1.4694631307311823,1.6902113032590307
2.32,-1.9753875309392268,-1.5322676341324404,1.6937166322257262
2.34,-1.9262831069394735,-1.5935599743717241,1.6964574501457377
2.36,-1.8752776740761496,-1.6532796633091293,1.6984229402628954
2.38,-1.8224215685535292,-1.7113677648217218,1.6996053456856544
2.4,-1.7677669529663693,-1.7677669529663687,1.7
2.42,-1.7113677648217225,-1.8224215685535285,1.6996053456856544
2.44,-1.6532796633091298,-1.875277674076149,1.6984229402628954
2.46,-1.5935599743717237,-1.9262831069394737,1.6964574501457377
2.48,-1.5322676341324408,-1.9753875309392264,1.6937166322257262
2.5,-1.4694631307311832,-2.0225424859373686,1.6902113032590307
2.52,-1.405208444630327,-2.0677014356864043,1.6859552971776504
2.54,-1.3395669874474905,-2.1108198137550382,1.680965410493204
2.56,-1.2726035393759276,-2.1518550675098593,1.6752613360087727
2.58,-1.2043841852542883,-2.1907667001096587,1.668865585100403
2.6,-1.1349762493488673,-2.227516310470919,1.6618033988749896
2.62,-1.0644482289126804,-2.262067631165049,1.6541026485551578
2.64,-0.9928697265869507,-2.294386564209953,1.6457937254842823
2.66,-0.9203113817116946,-2.3244412147206286,1.6369094211857376
2.68,-0.8468448006132285,-2.3522019223855635,1.627484797949738
2.7,-0.7725424859373691,-2.3776412907378837,1.6175570504584946
2.72,-0.697477765098074,-2.4007342141923576,1.6071653589957995
2.74,-0.6217247179121383,-2.421457902821578,1.5963507348203432
2.7600000000000002,-0.5453581034913582,-2.439791904846868,1.5851558583130148
2.7800000000000002,-0.4684532864643116,-2.4557181268217216,1.5736249105369355
2.8000000000000003,-0.39108616260057766,-2.4692208514878438,1.5618033988749895
2.82,-0.31333308391076153,-2.4802867532861943,1.5497379774329711
2.84,-0.23527078329628714,-2.4889049115076993,1.5374762629171452
2.86,-0.15697629882328298,-2.495066821070679,1.5250666467128609
2.88,-0.07852689769532074,-2.498766400914329,1.5125581039058626
2.9,-4.592425496802574e-16,-2.5,1.5
2.92,0.07852689769531984,-2.498766400914329,1.4874418960941376
2.94,0.15697629882328212,-2.495066821070679,1.4749333532871394
2.96,0.23527078329628623,-2.4889049115076998,1.462523737082855
2.98,0.3133330839107606,-2.4802867532861943,1.450262022567029
3.0,0.3910861626005767,-2.469220851487844,1.4381966011250107
3.02,0.46845328646431067,-2.455718126821722,1.4263750894630645
3.04,0.5453581034913573,-2.439791904846869,1.4148441416869852
3.06,0.6217247179121375,-2.421457902821578,1.4036492651796568
3.08,0.6974777650980732,-2.400734214192358,1.3928346410042007
3.1,0.7725424859373682,-2.3776412907378845,1.3824429495415054
3.12,0.8468448006132299,-2.3522019223855635,1.3725152020502618
3.14,0.9203113817116958,-2.324441214720628,1.3630905788142622
3.16,0.9928697265869519,-2.294386564209953,1.3542062745157177
3.18,1.0644482289126818,-2.2620676311650487,1.345897351444842
3.2,1.1349762493488664,-2.2275163104709197,1.3381966011250106
3.22,1.2043841852542891,-2.1907667001096582,1.331134414899597
3.24,1.272603539375927,-2.1518550675098598,1.3247386639912273
3.2600000000000002,1.3395669874474896,-2.1108198137550387,1.3190345895067963
3.2800000000000002,1.4052084446303261,-2.0677014356864047,1.3140447028223496
3.3000000000000003,1.469463130731182,-2.022542485937369,1.3097886967409693
3.3200000000000003,1.5322676341324402,-1.9753875309392268,1.3062833677742738
3.34,1.593559974371723,-1.9262831069394744,1.3035425498542623
3.36,1.6532796633091298,-1.875277674076149,1.3015770597371046
3.38,1.7113677648217216,-1.8224215685535292,1.3003946543143456
3.4,1.7677669529663684,-1.7677669529663693,1.3
3.42,1.8224215685535283,-1.7113677648217225,1.3003946543143456
3.44,1.875277674076148,-1.6532796633091307,1.3015770597371044
3.46,1.9262831069394735,-1.5935599743717237,1.3035425498542623
3.48,1.975387530939226,-1.5322676341324413,1.3062833677742738
3.5,2.022542485937368,-1.4694631307311832,1.3097886967409693
3.52,2.067701435686404,-1.405208444630327,1.3140447028223496
3.54,2.1108198137550382,-1.3395669874474905,1.319034589506796
3.56,2.1518550675098593,-1.2726035393759276,1.3247386639912273
3.58,2.1907667001096587,-1.2043841852542883,1.331134414899597
3.6,2.227516310470919,-1.1349762493488673,1.3381966011250104
3.62,2.262067631165049,-1.0644482289126804,1.3458973514448422
3.64,2.294386564209953,-0.9928697265869508,1.3542062745157177
3.66,2.324441214720628,-0.9203113817116947,1.3630905788142622
3.68,2.3522019223855635,-0.8468448006132288,1.372515202050262
3.7,2.3776412907378837,-0.7725424859373692,1.3824429495415054
3.72,2.400734214192358,-0.6974777650980721,1.392834641004201
3.74,2.4214579028215777,-0.6217247179121385,1.4036492651796568
3.7600000000000002,2.439791904846868,-0.5453581034913584,1.4148441416869852
3.7800000000000002,2.4557181268217216,-0.4684532864643118,1.4263750894630645
3.8000000000000003,2.4692208514878438,-0.3910861626005778,1.4381966011250105
3.8200000000000003,2.480286753286194,-0.3133330839107617,1.4502620225670289
3.84,2.4889049115076993,-0.2352707832962873,1.4625237370828548
3.86,2.495066821070679,-0.15697629882328315,1.4749333532871391
3.88,2.498766400914329,-0.0785268976953209,1.4874418960941374
3.9,2.5,0.0,1.5
3.92,2.498766400914329,0.07852689769532074,1.5125581039058626
3.94,2.495066821070679,0.15697629882328343,1.5250666467128609
3.96,2.4889049115076993,0.23527078329628578,1.537476262917145
3.98,2.4802867532861943,0.31333308391076065,1.549737977432971
