t,ref_px,ref_py,ref_pz
3.12,1.1855827208585217,-3.2930826913397886,1.3725152020502618
3.14,1.288435934396374,-3.2542177006088795,1.3630905788142622
3.16,1.3900176172217327,-3.2121411898939334,1.3542062745157177
3.18,1.4902275204777542,-3.1668946836310683,1.345897351444842
3.2,1.588966749088413,-3.118522834659287,1.3381966011250106
3.22,1.6861378593560048,-3.0670733801535213,1.331134414899597
3.24,1.7816449551262976,-3.0125970945138034,1.3247386639912273
3.2600000000000002,1.8753937824264857,-2.9551477392570544,1.3190345895067963
3.2800000000000002,1.9672918224824567,-2.894782009960967,1.3140447028223496
3.3000000000000003,2.057248383023655,-2.831559480312317,1.3097886967409693
3.3200000000000003,2.145174687785416,-2.7655425433149174,1.3062833677742738
3.34,2.230983964120412,-2.696796349715264,1.3035425498542623
3.36,2.3145915286327816,-2.6253887437066084,1.3015770597371046
3.38,2.3959148707504103,-2.5513901959749408,1.3003946543143456
3.4,2.474873734152916,-2.474873734152917,1.3
3.42,2.55139019597494,-2.395914870750411,1.3003946543143456
3.44,2.6253887437066075,-2.314591528632783,1.3015770597371044
3.46,2.696796349715263,-2.2309839641204134,1.3035425498542623
3.48,2.7655425433149166,-2.145174687785418,1.3062833677742738
3.5,2.8315594803123156,-2.0572483830236563,1.3097886967409693
3.52,2.8947820099609656,-1.9672918224824578,1.3140447028223496
3.54,2.9551477392570535,-1.8753937824264868,1.319034589506796
3.56,3.0125970945138025,-1.781644955126299,1.3247386639912273
3.58,3.067073380153522,-1.6861378593560035,1.331134414899597
3.6,3.1185228346592866,-1.5889667490884145,1.3381966011250104
3.62,3.1668946836310683,-1.4902275204777529,1.3458973514448422
3.64,3.212141189893934,-1.3900176172217311,1.3542062745157177
3.66,3.25421770060888,-1.2884359343963725,1.3630905788142622
3.68,3.293082691339789,-1.1855827208585201,1.372515202050262
3.7,3.3286978070330373,-1.081559480312317,1.3824429495415054
3.72,3.3610278998693017,-0.9764688711373009,1.392834641004201
3.74,3.3900410639502088,-0.8704146050769939,1.4036492651796568
3.7600000000000002,3.4157086667856156,-0.7635013448879017,1.4148441416869852
3.7800000000000002,3.43800537755041,-0.6558346010500364,1.4263750894630645
3.8000000000000003,3.4569091920829815,-0.5475206276408089,1.4381966011250105
3.8200000000000003,3.4724014546006714,-0.43866631747506635,1.4502620225670289
3.84,3.4844668761107793,-0.32937909661480225,1.4625237370828548
3.86,3.493093549498951,-0.21976681835259643,1.4749333532871391
3.88,3.498272961280061,-0.10993765677344927,1.4874418960941374
3.9,3.5,0.0,1.5
3.92,3.498272961280061,0.10993765677344905,1.5125581039058626
3.94,3.4930935494989503,0.21976681835259682,1.5250666467128609
3.96,3.4844668761107793,0.3293790966148001,1.537476262917145
3.98,3.472401454600672,0.4386663174750649,1.549737977432971
